Date,Open,High,Low,Close,Adj Close,Volume
1999-12-01,45.531250,59.968750,45.437500,58.375000,42.363228,1260977800
2000-01-01,58.687500,59.312500,47.437500,48.937500,35.514324,1274875200
2000-02-01,49.250000,55.000000,44.062500,44.687500,32.430077,1334487600
2000-03-01,44.812500,57.500000,44.468750,53.125000,38.553265,2028187600
2000-04-01,47.218750,48.250000,32.500000,34.875000,25.309080,2258146600
2000-05-01,36.437500,37.000000,30.187500,31.281250,22.701059,1344430800
2000-06-01,32.187500,41.093750,31.906250,40.000000,29.028332,1467050200
2000-07-01,39.843750,41.437500,33.625000,34.906250,25.331755,1234185800
2000-08-01,34.968750,37.437500,34.062500,34.906250,25.331755,1219399800
2000-09-01,35.000000,36.031250,29.312500,30.156250,21.884636,1425533800
2000-10-01,30.250000,35.062500,24.218750,34.437500,24.991581,2469415600
2000-11-01,34.250000,36.187500,28.500000,28.687500,20.818758,1983462600
2000-12-01,29.031250,30.312500,20.156250,21.687500,15.738796,2056668200
2001-01-01,22.062500,32.375000,21.437500,30.531250,22.156780,2005531200
2001-02-01,30.406250,32.531250,26.937500,29.500000,21.408398,1536895600
2001-03-01,29.281250,30.562500,24.875000,27.343750,19.843582,1895349800
2001-04-01,27.406250,35.549999,25.531250,33.875000,24.583366,2075807000
2001-05-01,33.830002,36.075001,33.625000,34.590000,25.102251,1777305800
2001-06-01,34.799999,38.075001,33.005001,36.500000,26.488338,1449177800
2001-07-01,36.025002,36.575001,32.099998,33.095001,24.017319,1455201000
2001-08-01,33.400002,33.770000,28.150000,28.525000,20.700825,1153896400
2001-09-01,28.594999,29.540001,23.750000,25.584999,18.567245,1510824400
2001-10-01,25.469999,31.815001,25.205000,29.075001,21.099964,1750891000
2001-11-01,30.040001,34.169998,29.799999,32.105000,23.298864,1330968600
2001-12-01,31.915001,34.945000,31.900000,33.125000,24.039083,977089000
2002-01-01,33.325001,35.310001,30.665001,31.855000,23.117439,1360115800
2002-02-01,32.075001,32.250000,28.575001,29.170000,21.168909,1131159200
2002-03-01,29.525000,32.500000,29.155001,30.155001,21.883734,1073244200
2002-04-01,29.915001,30.200001,25.719999,26.129999,18.962759,1417479400
2002-05-01,26.080000,28.219999,24.174999,25.455000,18.472900,1420266200
2002-06-01,25.495001,28.219999,24.584999,27.350000,19.848120,1834073000
2002-07-01,27.059999,27.465000,20.705000,23.990000,17.409737,2432188000
2002-08-01,23.790001,26.725000,21.900000,24.540001,17.808884,1715757200
2002-09-01,24.260000,25.549999,21.555000,21.870001,15.871243,1695705800
2002-10-01,22.160000,27.035000,21.594999,26.735001,19.401808,2475370600
2002-11-01,26.215000,29.320000,25.950001,28.840000,20.929422,1555997200
2002-12-01,29.325001,29.480000,25.629999,25.850000,18.759558,1268370200
2003-01-01,26.150000,28.660000,23.514999,23.730000,17.221048,1718662200
